Date of Lead Publication,Date Imported,Lead Title,Lead URL,Author,Source,Modified Excerpt,Original Excerpt,Operational Environment - Dimension,Operational Environment - Subdimension,Context additional tags - Dimension,Context additional tags - Subdimension,DEMOGRAPHIC GROUPS,AFFECTED GROUPS,SPECIFIC NEEDS GROUPS,Information Date (From),Information Date (To),Colombia Polygons,Country,Country (code),Departments,Departments (code),Municipalities,Municipalities (code),Sectoral Information - Dimension,Sectoral Information - Subdimension,Sectoral Information - Sector,Sectoral Information - Subsectors,DISPLACEMENT PROFILE DETAILS,Reliability,Severity,DISPLACEMENT PROFILE DETAILS
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/6a623b9f-e57e-47dd-ab34-d582e5ec8707/ac7ebcaf-cca.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Santander,Santander,San Miguel,San Miguel,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/6a623b9f-e57e-47dd-ab34-d582e5ec8707/ac7ebcaf-cca.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,,,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/6a623b9f-e57e-47dd-ab34-d582e5ec8707/ac7ebcaf-cca.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,,,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/6a623b9f-e57e-47dd-ab34-d582e5ec8707/ac7ebcaf-cca.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,,,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,La Guajira,La Guajira,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,La Guajira,La Guajira,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,La Guajira,La Guajira,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Atlántico,Atlántico,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Atlántico,Atlántico,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Atlántico,Atlántico,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Magdalena,Magdalena,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Magdalena,Magdalena,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Magdalena,Magdalena,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Cesar,Cesar,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Cesar,Cesar,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Cesar,Cesar,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Sucre,Sucre,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Sucre,Sucre,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Sucre,Sucre,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Córdoba,Córdoba,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Córdoba,Córdoba,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Córdoba,Córdoba,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Bolívar,Bolívar,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Bolívar,Bolívar,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Bolívar,Bolívar,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Norte de Santander,Norte de Santander,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Norte de Santander,Norte de Santander,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Norte de Santander,Norte de Santander,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Arauca,Arauca,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Arauca,Arauca,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Arauca,Arauca,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Boyacá,Boyacá,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Boyacá,Boyacá,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Boyacá,Boyacá,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Antioquia,Antioquia,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Antioquia,Antioquia,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Antioquia,Antioquia,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Chocó,Chocó,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Chocó,Chocó,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Chocó,Chocó,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Casanare,Casanare,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Casanare,Casanare,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Casanare,Casanare,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Vichada,Vichada,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Vichada,Vichada,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Vichada,Vichada,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Caquetá,Caquetá,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Caquetá,Caquetá,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Caquetá,Caquetá,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Migrants,,11-12-2019,,,Colombia,Colombia,Nariño,Nariño,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Refugees,,11-12-2019,,,Colombia,Colombia,Nariño,Nariño,,,,,,,,Usually Reliable,,
12-12-2019,28-12-2019,GIFMM Colombia: Refugiados y Migrantes Venezolanos,https://data2.unhcr.org/es/documents/download/72896,R4V,UNHCR,https://api.thedeep.io/private-file/03fab0ea-eb28-4af3-be56-1a1ea8474b57/ef8c700d-64d.jpeg,,Displacement ,Displacement,,,,Affected,,11-12-2019,,,Colombia,Colombia,Nariño,Nariño,,,,,,,,Usually Reliable,,
